smiles,Is_Final_Top,Filter_Status,Active_Set,Data_Source_Status,Reward,R0,R_DFT,R_total,dft_effect,pIC50,QED,Lipinski_Pass,Violations,MW,LogP,HBD,HBA,RotBonds,TPSA,hERG_Prob,hERG_Risk,R_ADMET,R_global,EHOMO_ev,ELUMO_ev,gap_ev,PySCF_Gap_eV,PySCF_Dipole_Debye,PySCF_HOMO_eV,PySCF_LUMO_eV,PySCF_Energy_Eh,restart,step,SA,LogP_Penalty,esp_min,status,gap_score,esp_score,rank_R0,rank_total,delta_rank,MW.1,LogP.1,QED.1,Calc_Method,Gap_Median,Gap_MAD,Gap_RZ,Gap_HardFail,Gap_Penalty,R_gap,Dip_Median,Dip_MAD,Dip_P90,Dip_SoftThr,Dip_HardThr,Dipole_HardFail,Dip_Penalty,R_dip,Physical_HardFail,R_conf,R_phys,R_global2,name,Broad_Spectrum_Score,Broad_Rank,Broad_Rank_Pct,E_SARS_CoV_2,E_SARS_CoV_1,E_MERS_CoV,Docking_Rank,Docking_Rank_Pct
Cn1nccc1COc1c(Cl)cc(CC(N)=O)cc1Cl,False,Fail_hERG_HighRisk,False,Step3c+4a,8.711865133680258,8.711865133680258,0.8135245239203058,9.03727494324838,physically_promoted,7.505300000000004,0.920619100435908,True,0,314.172,2.3337000000000003,1,4,5,70.14,0.5566666666666666,True,0.777,10.592,-10.7236,-6.9807,3.7429,,,,,,42,7,2.469743207978849,0.0,-0.522,xtb_success,0.8207493198861513,0.7966666666666666,100,41,-59,314.17,2.33,0.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCc1ccc(Cc2ccc(OC)c(OC)c2)c(OC)c1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.70259860725841,8.70259860725841,0.8353706468213691,9.036746865986958,physically_promoted,7.552900000000009,0.7847780421267898,True,0,302.37000000000006,3.449600000000002,0,4,7,36.92,0.7082484230955847,True,0.717,10.47,-9.8694,-6.1315,3.7379,,,,,,97,12,1.824197550735143,0.0,-0.349,xtb_success,0.8194580668876703,0.8724999999999999,115,42,-73,302.37,3.45,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCc1ccc(OC)c(C(=O)N2CCN(c3ccccc3)CC2)c1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.770141128293922,8.770141128293922,0.6622485390644737,9.035040543919711,neutral,7.5338000000000065,0.8393225038231562,True,0,340.42300000000006,2.804000000000001,0,4,5,42.01,0.7731106870229008,True,0.691,10.417,-9.4403,-6.4112,3.0291,,,,,,43,2,1.8332012361766417,0.0,-0.537,xtb_success,0.615355055806391,0.7716666666666666,15,43,28,340.42,2.8,0.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCCCc1ccccc1Cc1ccccc1C(=O)N(C)C,False,Fail_hERG_HighRisk,False,Step3c+4a,8.690748910353987,8.690748910353987,0.8578922793558997,9.033905822096347,physically_promoted,7.541300000000006,0.731805225670205,True,0,311.42500000000007,3.558200000000002,0,2,7,29.54,0.7133333333333334,True,0.715,10.463,-10.5449,-6.4567,4.0881,,,,,,93,21,2.0185518439797505,0.0,-0.546,xtb_success,0.9012746847941426,0.7566666666666666,148,44,-104,311.43,3.56,0.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCc1ccc(Cc2ccccn2)cc1C(=O)N1CCCCC1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.74757034632188,8.74757034632188,0.7153237872921789,9.03369986123875,neutral,7.537200000000009,0.8458701984966871,True,0,324.4240000000002,3.4449000000000023,0,3,5,42.43,0.7210368956743003,True,0.712,10.457,-10.059,-6.7418,3.3172,,,,,,97,3,2.1256475292647448,0.0,-0.552,xtb_success,0.7018911247031129,0.7466666666666666,32,45,13,324.42,3.44,0.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)CCc1ccc(CCc2ccc(Cc3ccc(CC(N)=O)cc3)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.68432663285972,8.68432663285972,0.8709666536952011,9.0327132943378,physically_promoted,7.602200000000005,0.5455922130581462,True,0,400.5220000000001,3.508300000000002,2,2,10,86.18,0.2466666666666666,False,0.901,10.835,-10.2817,-6.1433,4.1384,5.831,1.522,-5.993,-0.163,-1267.6086028711566,83,18,1.906694736693576,0.0,-0.534,xtb_success,0.9113809338502874,0.7766666666666666,171,46,-125,400.52,3.51,0.546,B3LYP/6-31G*,5.067,0.3870000000000004,1.3315710559907712,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.835,mol_2,-7.4,8.0,0.2222222222222222,-7.6,-8.2,-7.4,8.0,0.2222222222222222
Cc1cccc(Cc2ccc(C[C@@H]3CCN(C)C3=O)cc2F)c1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.684764960462998,8.684764960462998,0.8684839697102157,9.032158548347084,physically_promoted,7.547700000000005,0.8419975897111515,True,0,311.4,3.745720000000003,0,1,4,20.31,0.7782484230955847,True,0.689,10.41,-10.5221,-6.3726,4.1495,,,,,,61,20,2.692506985905027,0.0,-0.542,xtb_success,0.913548528157451,0.7633333333333333,170,47,-123,311.4,3.75,0.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCc1ccc(Cc2ccc(CCC(=O)C(C)(C)OC)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.730194804696723,8.730194804696723,0.7527796611761495,9.031306669167185,physically_promoted,7.608800000000009,0.6806229775078732,True,0,340.463,4.350500000000004,0,3,9,35.53,0.46,False,0.816,10.663,-10.372,-7.2105,3.1615,5.483,2.771,-6.096,-0.614,-1080.829917802636,95,12,2.189166840572246,0.0,-0.412,xtb_success,0.6553995159659277,0.9800000000000002,56,48,-8,340.46,4.35,0.681,B3LYP/6-31G*,5.067,0.3870000000000004,0.7250439257750784,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.663,mol_15,-6.6,28.0,0.7777777777777778,-6.6,-6.8,-6.7,28.0,0.7777777777777778
COCc1ccc(C(=O)N2CCN(c3ccccc3)CC2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.806330878532746,8.806330878532746,0.5602621493110929,9.030435738257184,neutral,7.553800000000012,0.8703710270441913,True,0,310.39700000000005,2.7954000000000008,0,3,4,32.78,0.7810368956743002,True,0.688,10.406,-9.2905,-6.737,2.5535,,,,,,84,3,1.6438015410564972,0.0,-0.542,xtb_success,0.4732316418729899,0.7633333333333333,4,49,45,310.4,2.8,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CC[C@H](C(=O)NCc2ccc(OC(C)C)cc2)C1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.68647742869546,8.68647742869546,0.8571247838626844,9.029327342240531,physically_promoted,7.514300000000007,0.9044162929947808,True,0,304.39000000000004,1.9584,1,3,5,58.64,0.78,True,0.688,10.405,-10.2079,-6.0972,4.1108,,,,,,10,4,2.3246476134781204,0.0,-0.554,xtb_success,0.9058925483752636,0.7433333333333333,164,50,-114,304.39,1.96,0.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc([C@@H]2CCS(=O)(=O)C2)cc1-c1ccc(F)c(F)c1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.721791610295547,8.721791610295547,0.7616189778073457,9.026439201418484,physically_promoted,7.580700000000008,0.8456626066774071,True,0,336.403,4.096300000000004,0,2,3,34.14,0.5834994034877415,True,0.767,10.56,-10.727,-6.9274,3.7996,,,,,,50,6,2.817396930431654,0.0,-0.646,xtb_success,0.835169968296208,0.59,76,51,-25,336.4,4.1,0.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C1CCOCC1)C1CN(CCc2ccccc2Cl)C1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.724366836240264,8.724366836240264,0.7535398417688948,9.025782772947824,physically_promoted,7.572800000000009,0.8002805417200606,True,0,322.88,3.067600000000001,0,3,6,15.71,0.794383331368477,True,0.682,10.39,-9.5481,-6.236,3.3122,,,,,,89,3,2.485734346197747,0.0,-0.351,xtb_success,0.7004140596698497,0.8775,71,52,-19,322.88,3.07,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1ccc(-c2ccc(CC[C@](C)(O)C(=O)[O-])cc2)cc1,True,Pass,True,Step3c+4a,8.720906909615032,8.720906909615032,0.7499086579571312,9.020870372797884,physically_promoted,7.582900000000002,0.8550506790922255,True,0,311.40099999999995,2.7396000000000003,1,3,7,60.36,0.44,False,0.824,10.669,-9.6603,-6.5053,3.155,,,,,,39,11,2.748386834277808,0.0,-0.415,xtb_success,0.653440939938759,0.975,80,53,-27,311.4,2.74,0.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(Cc1ccc(-c2ccccn2)cc1)C(=O)C(C)(C)OC,False,Fail_hERG_HighRisk,False,Step3c+4a,8.764519784147225,8.764519784147225,0.6348490725678404,9.018459413174362,neutral,7.589600000000011,0.8193438369774834,True,0,312.41300000000007,3.522100000000002,0,3,6,42.43,0.6666666666666666,True,0.733,10.485,-9.9847,-7.0941,2.8905,,,,,,43,6,2.233056359512295,0.0,-0.533,xtb_success,0.5733558179540577,0.7783333333333333,19,54,35,312.41,3.52,0.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CNC(=O)[C@H]2CCCN(C(=O)N3CCN(C(=O)c4ccccc4C)CC3)C2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.692331957877068,8.692331957877068,0.8145571967107126,9.018154836561353,physically_promoted,7.595400000000004,0.7165682655727883,True,0,478.5930000000003,2.9098200000000007,1,4,5,82.19,0.7436714374611076,True,0.703,10.423,-10.1398,-6.2227,3.9171,,,,,,86,2,2.6135217490933016,0.0,-0.58,xtb_success,0.8636531381581608,0.7000000000000001,139,55,-84,478.59,2.91,0.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)CCCc1ccc(Cc2cc(CC(N)=O)ccn2)cc1,True,Pass,True,Step3c+4a,8.7297614387261,8.7297614387261,0.719892388281075,9.01771839403853,neutral,7.574000000000004,0.7725631584256973,True,0,311.38499999999993,1.508199999999999,2,3,8,99.07,0.46,False,0.816,10.65,-10.055,-6.7592,3.2958,,,,,,73,18,2.1578611930921774,0.0,-0.534,xtb_success,0.6955605546872502,0.7766666666666666,58,56,-2,311.38,1.51,0.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(Cc2ccc(CC(=O)C(C)(C)N3CCOCC3)cc2)c1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.760666114671906,8.760666114671906,0.6383283999840114,9.015997474665513,neutral,7.616900000000006,0.7506997194137011,True,0,367.48900000000015,3.508400000000002,0,4,7,38.77,0.7233333333333334,True,0.711,10.437,-9.7642,-7.132,2.6322,,,,,,60,3,2.3158374503495107,0.0,-0.418,xtb_success,0.4961834285485876,0.9700000000000002,23,57,34,367.49,3.51,0.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)CCc1ccc(-c2ccc(Cc3cc(CC(N)=O)ccn3)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.728856490502409,8.728856490502409,0.7145921809375981,9.014693362877448,neutral,7.626300000000008,0.6349259130142562,True,0,373.456,2.785100000000001,2,3,8,99.07,0.3333333333333333,False,0.867,10.748,-10.0325,-6.767,3.2655,5.265,7.925,-5.866,-0.601,-1205.0230429363355,17,10,2.1490646600472783,0.0,-0.532,xtb_success,0.6865602584822832,0.78,61,58,-3,373.46,2.79,0.635,B3LYP/6-31G*,5.067,0.3870000000000004,0.3450930223640994,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,True,1.0,0.0,True,1.0,0.0,0.0,,,,,,,,,
NC(=O)CCc1ccc(-c2ccc(CC(N)=O)cc2)cc1CC(N)=O,True,Pass,True,Step3c+4a+4b,8.70262684573472,8.70262684573472,0.7763855753702396,9.013181075882816,physically_promoted,7.594800000000004,0.6582124336880412,True,0,339.3950000000001,0.8270999999999997,3,3,8,129.27,0.3233333333333333,False,0.871,10.755,-10.2622,-6.6413,3.6209,5.357,3.088,-6.27,-0.913,-1126.6336464307212,83,15,2.2127937110930294,0.0,-0.551,xtb_success,0.788407964814628,0.7483333333333333,114,59,-55,339.4,0.83,0.658,B3LYP/6-31G*,5.067,0.3870000000000004,0.505439275179743,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.755,mol_5,-7.2,12.0,0.3333333333333333,-7.2,-7.6,-7.9,12.0,0.3333333333333333
Cc1ccc(N(CCC(C)(C)C)Cc2ccc(CC(N)=O)cc2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.751592236355345,8.751592236355345,0.6496660399166787,9.011458652322016,neutral,7.561800000000008,0.8096435493774401,True,0,338.49500000000006,4.465620000000003,1,2,7,46.33,0.5033333333333333,True,0.799,10.609,-9.1636,-6.2032,2.9604,,,,,,73,5,2.150295383333832,0.0,-0.533,xtb_success,0.5945229141666839,0.7783333333333333,28,60,32,338.5,4.47,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)NC(=O)CCC(=O)N2CCC[C@H]3CCC[C@@H]32)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.740227122523457,8.740227122523457,0.6780239801715762,9.011436714592088,neutral,7.561300000000012,0.9148300748459736,True,0,342.4390000000001,2.822720000000001,1,3,4,66.48,0.5247083331354079,True,0.79,10.592,-10.7328,-7.6529,3.0799,,,,,,29,2,2.784879148995417,0.0,-0.527,xtb_success,0.6307485431022518,0.7883333333333333,38,61,23,342.44,2.82,0.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1ccc(CN(OC)C(=O)c2ccc(OC)cc2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.695443968300701,8.695443968300701,0.7867117521216799,9.010128669149372,physically_promoted,7.540800000000008,0.7288030425516817,True,0,313.397,3.8515000000000033,0,3,7,38.77,0.6266666666666667,True,0.749,10.509,-10.5225,-6.9131,3.6095,,,,,,62,7,2.010755394275609,0.0,-0.526,xtb_success,0.7853025030309713,0.79,132,62,-70,313.4,3.85,0.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)CCc1ccc(CCc2nc(CC(N)=O)cs2)cc1,True,Pass,True,Step3c+4a+4b,8.718260668608979,8.718260668608979,0.7287202714595202,9.009748777192788,physically_promoted,7.555600000000004,0.7689132732947446,True,0,317.414,1.3739999999999994,2,4,8,99.07,0.3666666666666666,False,0.853,10.716,-10.4532,-7.1074,3.3458,5.355,5.394,-6.227,-0.871,-1334.0552194651714,73,11,2.204593828650776,0.0,-0.537,xtb_success,0.7103146735136003,0.7716666666666666,86,63,-23,317.41,1.37,0.769,B3LYP/6-31G*,5.067,0.3870000000000004,0.5019534870750554,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.716,mol_7,-6.8,23.0,0.6388888888888888,-7.2,-7.2,-6.8,23.0,0.6388888888888888
COCc1cc(Cc2cc(Cc3cccc(C)c3)ccn2)ccn1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.719002090341077,8.719002090341077,0.7263908533827315,9.009558431694169,physically_promoted,7.604700000000008,0.6857636016916552,True,0,318.42,4.113020000000003,0,3,6,35.01,0.553163512857836,True,0.779,10.567,-10.0827,-6.8648,3.2179,,,,,,60,27,2.2808055512427643,0.0,-0.341,xtb_success,0.672344076261045,0.8525,83,64,-19,318.42,4.11,0.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CN(C)C(=O)c2cc3c([nH]c2=O)CCCC3=O)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.784565302806106,8.784565302806106,0.5556826062878208,9.006838345321235,neutral,7.549200000000009,0.9250191385618104,True,0,340.3790000000002,2.1747000000000005,1,4,4,79.47,0.6336714374611077,True,0.747,10.5,-10.3255,-7.8021,2.5234,,,,,,23,2,2.271442664748072,0.0,-0.539,xtb_success,0.4645465804111726,0.7683333333333333,10,65,55,340.38,2.17,0.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)Cc1ccc(-c2ccc(Cc3cc(CC(N)=O)ccn3)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.72111433313821,8.72111433313821,0.7130915354416629,9.006350947314875,physically_promoted,7.596700000000006,0.6773624300725871,True,0,359.429,2.3950000000000005,2,3,7,99.07,0.28,False,0.888,10.782,-10.0519,-6.7912,3.2607,5.333,2.983,-6.199,-0.865,-1165.709780522137,2,14,2.1426688189808782,0.0,-0.533,xtb_success,0.6851307649166615,0.7783333333333333,78,66,-12,359.43,2.4,0.677,B3LYP/6-31G*,5.067,0.3870000000000004,0.4636098179234882,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.782,mol_3,-7.7,2.0,0.0555555555555555,-7.9,-7.7,-8.5,2.0,0.05555555555555555
COc1cc(Cc2ccccn2)ccc1CCCc1ccccn1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.732845913222544,8.732845913222544,0.6828874194761528,9.006000881013005,neutral,7.614500000000009,0.6529821151221303,True,0,318.42,4.251300000000003,0,3,7,35.01,0.7633333333333333,True,0.695,10.395,-9.899,-6.7275,3.1715,,,,,,65,19,2.0764598895804856,0.0,-0.296,xtb_success,0.658410599251647,0.7399999999999999,53,67,14,318.42,4.25,0.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCc1ccc(CCc2nc(CC(N)=O)cs2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.716726524800132,8.716726524800132,0.7224309928351822,9.005698921934204,physically_promoted,7.579300000000009,0.8131408468716683,True,0,302.4429999999999,3.298700000000001,1,3,8,55.98,0.5733333333333334,True,0.771,10.547,-10.4229,-7.1076,3.3153,,,,,,7,10,2.093561312739862,0.0,-0.537,xtb_success,0.7013299897645461,0.7716666666666666,90,68,-22,302.44,3.3,0.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)CCCc1ccc(Cc2nc(CC(N)=O)cs2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.708980366872115,8.708980366872115,0.7408203602616041,9.005308510976757,physically_promoted,7.544800000000001,0.7726704365704022,True,0,317.414,1.5697,2,4,8,99.07,0.51,True,0.796,10.597,-10.511,-7.106,3.405,,,,,,83,12,2.2081826623976752,0.0,-0.537,xtb_success,0.7276005146594344,0.7716666666666666,104,69,-35,317.41,1.57,0.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C([O-])c1ccccc1Cc1ccc(CC(=O)C2CCCCC2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.70871330364852,8.70871330364852,0.7393786647152324,9.004464769534613,physically_promoted,7.537000000000003,0.8134199314554403,True,0,335.4230000000001,3.3328000000000024,0,3,6,57.2,0.5203381041277743,True,0.792,10.588,-10.6068,-7.3206,3.2861,,,,,,65,9,2.349966620792028,0.0,-0.491,xtb_success,0.6926838067360463,0.8483333333333334,105,70,-35,335.42,3.33,0.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCc1ccc(C(=O)N2CCC[C@H](N(C)Cc3ccccc3C)C2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.735135404800264,8.735135404800264,0.6706132984449549,9.003380724178246,neutral,7.595100000000007,0.7777886241439987,True,0,366.50500000000005,3.878020000000003,0,3,6,32.78,0.8303381041277743,True,0.668,10.339,-9.586,-6.4986,3.0874,,,,,,93,4,2.4885890727174207,0.0,-0.545,xtb_success,0.633018997778507,0.7583333333333333,46,71,25,366.51,3.88,0.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1ccc(-c2ccc(F)c(F)c2)cc1[C@@H]1CCS(=O)(=O)C1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.719845721076204,8.719845721076204,0.7049075356428752,9.001808735333354,physically_promoted,7.597500000000009,0.814277698649765,True,0,350.4300000000001,4.486400000000004,0,2,4,34.14,0.5734994034877415,True,0.771,10.543,-10.6456,-7.1455,3.5001,,,,,,50,7,2.847931282486874,0.0,-0.647,xtb_success,0.7548679080612504,0.5883333333333334,81,72,-9,350.43,4.49,0.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCc1ccc(Cc2ccc(OC)cc2)cc1-c1ccccn1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.72779638624464,8.72779638624464,0.6848923690322768,9.00175333385755,neutral,7.591700000000011,0.6704121399149667,True,0,319.404,4.494400000000004,0,3,6,31.35,0.7433333333333333,True,0.703,10.407,-10.0153,-7.0079,3.0074,,,,,,63,6,1.9903864303636445,0.0,-0.345,xtb_success,0.6087748129032526,0.8624999999999999,64,73,9,319.4,4.49,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCc1ccc(Cc2ccc(Cc3ccccn3)cc2)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.699270131106182,8.699270131106182,0.7523850883045125,9.000224166427987,physically_promoted,7.598600000000007,0.6727136968814232,True,0,303.40500000000003,4.409600000000004,0,2,6,22.12,0.6049150897622514,True,0.758,10.516,-10.0006,-6.6977,3.303,,,,,,40,8,1.82097280464804,0.0,-0.352,xtb_success,0.6976929832921607,0.8799999999999999,121,74,-47,303.41,4.41,0.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CN(Cc2ccc(C)cc2)CC(C)(C)O)cc1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.67674250238496,8.67674250238496,0.807477379380815,8.999733454137285,physically_promoted,7.5348000000000095,0.8683013469779669,True,0,297.442,4.076540000000003,1,2,6,23.47,0.5866666666666667,True,0.765,10.53,-9.5913,-5.9541,3.6372,,,,,,80,10,1.9544302928740205,0.0,-0.495,xtb_success,0.7928248276868787,0.8416666666666667,194,75,-119,297.44,4.08,0.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(Cc2cc(OC(=O)COCC(N)=O)ccn2)cc1,True,Pass,True,Step3c+4a+4b,8.733764674853752,8.733764674853752,0.664889890335476,8.999720630987943,neutral,7.591600000000004,0.7438916571118338,True,0,328.36799999999994,1.6420999999999994,1,5,8,91.51,0.3766666666666666,False,0.849,10.698,-10.3315,-7.3299,3.0015,5.141,3.832,-6.136,-0.995,-1108.3391818960608,2,10,2.2978115370216923,0.0,-0.52,xtb_success,0.6069855576221086,0.8,51,76,25,328.37,1.64,0.744,B3LYP/6-31G*,5.067,0.3870000000000004,0.1289741598734513,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.698,mol_11,-6.7,25.0,0.6944444444444444,-6.9,-6.7,-6.7,25.0,0.6944444444444444
NC(=O)Cc1ccc(-c2ccc(Cc3nc(CC(N)=O)cs3)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.718814913856118,8.718814913856118,0.699055966051783,8.998437300276832,neutral,7.599900000000004,0.6725521497213833,True,0,365.458,2.4565,2,4,7,99.07,0.37,False,0.852,10.702,-10.3232,-7.12,3.2032,5.29,2.659,-6.218,-0.927,-1486.471827511159,41,14,2.1736116100457803,0.0,-0.537,xtb_success,0.66793709435969,0.7716666666666666,84,77,-7,365.46,2.46,0.673,B3LYP/6-31G*,5.067,0.3870000000000004,0.3886653736726985,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.702,mol_10,-7.2,12.0,0.3333333333333333,-7.5,-7.4,-7.2,12.0,0.3333333333333333
COCc1ccc(Cc2ccc(OC)cc2)c(-c2cc(OC)ccn2)c1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.685472903848282,8.685472903848282,0.7820066539202171,8.99827556541637,physically_promoted,7.584200000000006,0.6294797055892905,True,0,349.43000000000006,4.5030000000000046,0,4,7,40.58,0.6482484230955847,True,0.741,10.48,-10.0733,-6.6141,3.4592,,,,,,63,5,2.10466948946366,0.0030000000000045,-0.349,xtb_success,0.7432237913145958,0.8724999999999999,167,78,-89,349.43,4.5,0.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C([O-])c1ccccc1-c1ccc(CCC(=O)C2CCCCC2)cc1,True,Pass,True,Step3c+4a,8.692273579278925,8.692273579278925,0.763127016283587,8.99752438579236,physically_promoted,7.519700000000003,0.8066227904085596,True,0,335.4230000000001,3.799100000000003,0,3,6,57.2,0.4633333333333333,False,0.815,10.627,-10.6217,-7.2373,3.3844,,,,,,65,7,2.3073781592535667,0.0,-0.484,xtb_success,0.7216100232622672,0.8600000000000001,140,79,-61,335.42,3.8,0.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cl)c1NC(=O)N1CCCN(C2CCSCC2)CC1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.72166022587994,8.72166022587994,0.6885848212232947,8.997094154369258,neutral,7.533500000000006,0.8548512934943298,True,0,367.94600000000025,4.083620000000003,1,3,2,35.58,0.7666666666666667,True,0.693,10.384,-9.5557,-6.3476,3.2081,,,,,,1,0,2.392654208672294,0.0,-0.56,xtb_success,0.6694068874618496,0.7333333333333333,77,80,3,367.95,4.08,0.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)c1cccc(-c2ccc(N)cc2Br)c1N,False,Fail_hERG_HighRisk,False,Step3c+4a,8.72110172856475,8.72110172856475,0.6861859424997628,8.995576105564655,neutral,7.534500000000007,0.829557898259058,True,0,334.21700000000004,2.9823000000000004,2,3,2,72.35,0.5510368956743003,True,0.78,10.555,-9.7503,-6.5441,3.2062,,,,,,18,2,2.281772205647849,0.0,-0.564,xtb_success,0.6688370607139469,0.7266666666666668,79,81,2,334.22,2.98,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CCC(NC(=O)N(C)C(=O)Oc2cccc3[nH]ccc23)CC1,False,Fail_hERG_HighRisk,False,Step3c+4a,8.698035692708743,8.698035692708743,0.7417138432494969,8.994721230008542,physically_promoted,7.515700000000002,0.8776036928218202,True,0,329.4000000000001,3.886800000000002,2,3,2,74.43,0.6066666666666667,True,0.757,10.509,-10.1448,-6.7771,3.3677,,,,,,3,2,2.564661537021692,0.0,-0.52,xtb_success,0.7167340617849955,0.8,127,82,-45,329.4,3.89,0.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)Cc1ccc(-c2ccc(N3C(=O)CC4(CCCCC4)C3=O)cc2)cc1,True,Pass,True,Step3c+4a+4b,8.73529316489453,8.73529316489453,0.6482988258589119,8.994612695238095,neutral,7.595200000000005,0.8281474529054537,True,0,376.4560000000001,3.595200000000002,1,3,4,80.47,0.4142004085321362,False,0.834,10.663,-10.4227,-7.4711,2.9516,5.158,3.084,-6.035,-0.877,-1226.1159730605395,6,38,2.7398056155820214,0.0,-0.532,xtb_success,0.5918554655127313,0.78,45,83,38,376.46,3.6,0.828,B3LYP/6-31G*,5.067,0.3870000000000004,0.1586033587632989,False,0.0,1.0,4.3465,1.3954999999999995,6.5435,5.91875,7.137499999999999,False,0.0,1.0,False,1.0,1.0,10.663,mol_16,-7.8,1.0,0.0277777777777777,-8.3,-7.8,-8.1,1.0,0.027777777777777776
