restart,step,smiles,pIC50,QED,SA,MW,LogP,LogP_Penalty,Reward,EHOMO_ev,ELUMO_ev,gap_ev,esp_min,status,gap_score,esp_score,R_DFT,R0,R_total,rank_R0,rank_total,delta_rank,dft_effect,MW,LogP,HBD,HBA,RotBonds,TPSA,QED,Lipinski_Pass,Violations,hERG_Prob,hERG_Risk,R_ADMET,R_global,Active_Set
29,2,Cc1ccc(C(=O)NC(=O)CCC(=O)N2CCC[C@H]3CCC[C@@H]32)cc1,7.561300000000012,0.9148300748459736,2.784879148995417,342.4390000000001,2.822720000000001,0.0,8.740227122523457,-10.7328,-7.6529,3.0799,-0.527,xtb_success,0.6307485431022518,0.7883333333333333,0.6780239801715762,8.740227122523457,9.011436714592088,38,61,23,neutral,342.44,2.82,1,3,4,66.48,0.915,True,0,0.5247083331354079,True,0.79,10.592,False
62,7,CCCc1ccc(CN(OC)C(=O)c2ccc(OC)cc2)cc1,7.540800000000008,0.7288030425516817,2.010755394275609,313.397,3.8515000000000033,0.0,8.695443968300701,-10.5225,-6.9131,3.6095,-0.526,xtb_success,0.7853025030309713,0.79,0.7867117521216799,8.695443968300701,9.010128669149372,132,62,-70,physically_promoted,313.4,3.85,0,3,7,38.77,0.729,True,0,0.6266666666666667,True,0.749,10.509,False
73,11,NC(=O)CCc1ccc(CCc2nc(CC(N)=O)cs2)cc1,7.555600000000004,0.7689132732947446,2.204593828650776,317.414,1.3739999999999994,0.0,8.718260668608979,-10.4532,-7.1074,3.3458,-0.537,xtb_success,0.7103146735136003,0.7716666666666666,0.7287202714595202,8.718260668608979,9.009748777192788,86,63,-23,physically_promoted,317.41,1.37,2,4,8,99.07,0.769,True,0,0.36666666666666664,False,0.853,10.716,True
60,27,COCc1cc(Cc2cc(Cc3cccc(C)c3)ccn2)ccn1,7.604700000000008,0.6857636016916552,2.2808055512427643,318.42,4.113020000000003,0.0,8.719002090341077,-10.0827,-6.8648,3.2179,-0.341,xtb_success,0.672344076261045,0.8525,0.7263908533827315,8.719002090341077,9.009558431694169,83,64,-19,physically_promoted,318.42,4.11,0,3,6,35.01,0.686,True,0,0.553163512857836,True,0.779,10.567,False
23,2,COc1ccc(CN(C)C(=O)c2cc3c([nH]c2=O)CCCC3=O)cc1,7.549200000000009,0.9250191385618104,2.271442664748072,340.3790000000002,2.1747000000000005,0.0,8.784565302806106,-10.3255,-7.8021,2.5234,-0.539,xtb_success,0.4645465804111726,0.7683333333333333,0.5556826062878208,8.784565302806106,9.006838345321235,10,65,55,neutral,340.38,2.17,1,4,4,79.47,0.925,True,0,0.6336714374611077,True,0.747,10.5,False
2,14,NC(=O)Cc1ccc(-c2ccc(Cc3cc(CC(N)=O)ccn3)cc2)cc1,7.596700000000006,0.6773624300725871,2.1426688189808782,359.429,2.3950000000000005,0.0,8.72111433313821,-10.0519,-6.7912,3.2607,-0.533,xtb_success,0.6851307649166615,0.7783333333333333,0.7130915354416629,8.72111433313821,9.006350947314875,78,66,-12,physically_promoted,359.43,2.4,2,3,7,99.07,0.677,True,0,0.28,False,0.888,10.782,True
65,19,COc1cc(Cc2ccccn2)ccc1CCCc1ccccn1,7.614500000000009,0.6529821151221303,2.0764598895804856,318.42,4.251300000000003,0.0,8.732845913222544,-9.899,-6.7275,3.1715,-0.296,xtb_success,0.658410599251647,0.7399999999999999,0.6828874194761528,8.732845913222544,9.006000881013005,53,67,14,neutral,318.42,4.25,0,3,7,35.01,0.653,True,0,0.7633333333333333,True,0.695,10.395,False
7,10,CCCCc1ccc(CCc2nc(CC(N)=O)cs2)cc1,7.579300000000009,0.8131408468716683,2.093561312739862,302.4429999999999,3.298700000000001,0.0,8.716726524800132,-10.4229,-7.1076,3.3153,-0.537,xtb_success,0.7013299897645461,0.7716666666666666,0.7224309928351822,8.716726524800132,9.005698921934204,90,68,-22,physically_promoted,302.44,3.3,1,3,8,55.98,0.813,True,0,0.5733333333333334,True,0.771,10.547,False
83,12,NC(=O)CCCc1ccc(Cc2nc(CC(N)=O)cs2)cc1,7.544800000000001,0.7726704365704022,2.2081826623976752,317.414,1.5697,0.0,8.708980366872115,-10.511,-7.106,3.405,-0.537,xtb_success,0.7276005146594344,0.7716666666666666,0.7408203602616041,8.708980366872115,9.005308510976757,104,69,-35,physically_promoted,317.41,1.57,2,4,8,99.07,0.773,True,0,0.51,True,0.796,10.597,False
65,9,O=C([O-])c1ccccc1Cc1ccc(CC(=O)C2CCCCC2)cc1,7.537000000000003,0.8134199314554403,2.349966620792028,335.4230000000001,3.3328000000000024,0.0,8.70871330364852,-10.6068,-7.3206,3.2861,-0.491,xtb_success,0.6926838067360463,0.8483333333333334,0.7393786647152324,8.70871330364852,9.004464769534613,105,70,-35,physically_promoted,335.42,3.33,0,3,6,57.2,0.813,True,0,0.5203381041277743,True,0.792,10.588,False
93,4,COCc1ccc(C(=O)N2CCC[C@H](N(C)Cc3ccccc3C)C2)cc1,7.595100000000007,0.7777886241439987,2.4885890727174207,366.50500000000005,3.878020000000003,0.0,8.735135404800264,-9.586,-6.4986,3.0874,-0.545,xtb_success,0.633018997778507,0.7583333333333333,0.6706132984449549,8.735135404800264,9.003380724178246,46,71,25,neutral,366.51,3.88,0,3,6,32.78,0.778,True,0,0.8303381041277743,True,0.668,10.339,False
50,7,CCCc1ccc(-c2ccc(F)c(F)c2)cc1[C@@H]1CCS(=O)(=O)C1,7.597500000000009,0.814277698649765,2.847931282486874,350.4300000000001,4.486400000000004,0.0,8.719845721076204,-10.6456,-7.1455,3.5001,-0.647,xtb_success,0.7548679080612504,0.5883333333333334,0.7049075356428752,8.719845721076204,9.001808735333354,81,72,-9,physically_promoted,350.43,4.49,0,2,4,34.14,0.814,True,0,0.5734994034877415,True,0.771,10.543,False
63,6,COCc1ccc(Cc2ccc(OC)cc2)cc1-c1ccccn1,7.591700000000011,0.6704121399149667,1.9903864303636445,319.404,4.494400000000004,0.0,8.72779638624464,-10.0153,-7.0079,3.0074,-0.345,xtb_success,0.6087748129032526,0.8624999999999999,0.6848923690322768,8.72779638624464,9.00175333385755,64,73,9,neutral,319.4,4.49,0,3,6,31.35,0.67,True,0,0.7433333333333333,True,0.703,10.407,False
40,8,COCc1ccc(Cc2ccc(Cc3ccccn3)cc2)cc1,7.598600000000007,0.6727136968814232,1.82097280464804,303.40500000000003,4.409600000000004,0.0,8.699270131106182,-10.0006,-6.6977,3.303,-0.352,xtb_success,0.6976929832921607,0.8799999999999999,0.7523850883045125,8.699270131106182,9.000224166427987,121,74,-47,physically_promoted,303.41,4.41,0,2,6,22.12,0.673,True,0,0.6049150897622514,True,0.758,10.516,False
80,10,Cc1ccc(CN(Cc2ccc(C)cc2)CC(C)(C)O)cc1,7.5348000000000095,0.8683013469779669,1.9544302928740205,297.442,4.076540000000003,0.0,8.67674250238496,-9.5913,-5.9541,3.6372,-0.495,xtb_success,0.7928248276868787,0.8416666666666667,0.807477379380815,8.67674250238496,8.999733454137285,194,75,-119,physically_promoted,297.44,4.08,1,2,6,23.47,0.868,True,0,0.5866666666666667,True,0.765,10.53,False
2,10,CCc1ccc(Cc2cc(OC(=O)COCC(N)=O)ccn2)cc1,7.591600000000004,0.7438916571118338,2.2978115370216923,328.36799999999994,1.6420999999999994,0.0,8.733764674853752,-10.3315,-7.3299,3.0015,-0.52,xtb_success,0.6069855576221086,0.8,0.664889890335476,8.733764674853752,8.999720630987943,51,76,25,neutral,328.37,1.64,1,5,8,91.51,0.744,True,0,0.37666666666666665,False,0.849,10.698,True
41,14,NC(=O)Cc1ccc(-c2ccc(Cc3nc(CC(N)=O)cs3)cc2)cc1,7.599900000000004,0.6725521497213833,2.1736116100457803,365.458,2.4565,0.0,8.718814913856118,-10.3232,-7.12,3.2032,-0.537,xtb_success,0.66793709435969,0.7716666666666666,0.699055966051783,8.718814913856118,8.998437300276832,84,77,-7,neutral,365.46,2.46,2,4,7,99.07,0.673,True,0,0.37,False,0.852,10.702,True
63,5,COCc1ccc(Cc2ccc(OC)cc2)c(-c2cc(OC)ccn2)c1,7.584200000000006,0.6294797055892905,2.10466948946366,349.43000000000006,4.5030000000000046,0.0030000000000045,8.685472903848282,-10.0733,-6.6141,3.4592,-0.349,xtb_success,0.7432237913145958,0.8724999999999999,0.7820066539202171,8.685472903848282,8.99827556541637,167,78,-89,physically_promoted,349.43,4.5,0,4,7,40.58,0.629,True,0,0.6482484230955847,True,0.741,10.48,False
65,7,O=C([O-])c1ccccc1-c1ccc(CCC(=O)C2CCCCC2)cc1,7.519700000000003,0.8066227904085596,2.3073781592535667,335.4230000000001,3.799100000000003,0.0,8.692273579278925,-10.6217,-7.2373,3.3844,-0.484,xtb_success,0.7216100232622672,0.8600000000000001,0.763127016283587,8.692273579278925,8.99752438579236,140,79,-61,physically_promoted,335.42,3.8,0,3,6,57.2,0.807,True,0,0.4633333333333333,False,0.815,10.627,True
1,0,Cc1cccc(Cl)c1NC(=O)N1CCCN(C2CCSCC2)CC1,7.533500000000006,0.8548512934943298,2.392654208672294,367.94600000000025,4.083620000000003,0.0,8.72166022587994,-9.5557,-6.3476,3.2081,-0.56,xtb_success,0.6694068874618496,0.7333333333333333,0.6885848212232947,8.72166022587994,8.997094154369258,77,80,3,neutral,367.95,4.08,1,3,2,35.58,0.855,True,0,0.7666666666666667,True,0.693,10.384,False
18,2,CN(C)C(=O)c1cccc(-c2ccc(N)cc2Br)c1N,7.534500000000007,0.829557898259058,2.281772205647849,334.21700000000004,2.9823000000000004,0.0,8.72110172856475,-9.7503,-6.5441,3.2062,-0.564,xtb_success,0.6688370607139469,0.7266666666666668,0.6861859424997628,8.72110172856475,8.995576105564655,79,81,2,neutral,334.22,2.98,2,3,2,72.35,0.83,True,0,0.5510368956743003,True,0.78,10.555,False
3,2,CC1CCC(NC(=O)N(C)C(=O)Oc2cccc3[nH]ccc23)CC1,7.515700000000002,0.8776036928218202,2.564661537021692,329.4000000000001,3.886800000000002,0.0,8.698035692708743,-10.1448,-6.7771,3.3677,-0.52,xtb_success,0.7167340617849955,0.8,0.7417138432494969,8.698035692708743,8.994721230008542,127,82,-45,physically_promoted,329.4,3.89,2,3,2,74.43,0.878,True,0,0.6066666666666667,True,0.757,10.509,False
6,38,NC(=O)Cc1ccc(-c2ccc(N3C(=O)CC4(CCCCC4)C3=O)cc2)cc1,7.595200000000005,0.8281474529054537,2.7398056155820214,376.4560000000001,3.595200000000002,0.0,8.73529316489453,-10.4227,-7.4711,2.9516,-0.532,xtb_success,0.5918554655127313,0.78,0.6482988258589119,8.73529316489453,8.994612695238095,45,83,38,neutral,376.46,3.6,1,3,4,80.47,0.828,True,0,0.41420040853213624,False,0.834,10.663,True
23,4,COc1ccc(CN(C)CCn2nc(OC)cc2OC)cc1,7.587700000000011,0.7467877572093002,2.4238454415540023,305.37800000000004,2.0409,0.0,8.676850098184213,-9.6092,-6.0039,3.6053,-0.325,xtb_success,0.7841550492770647,0.8125,0.7926585344939453,8.676850098184213,8.993913511981791,192,84,-108,physically_promoted,305.38,2.04,0,6,8,48.75,0.747,True,0,0.8233333333333334,True,0.671,10.335,False
73,6,CC(C)(C)c1ccc(CCCc2nc(CC(N)=O)cs2)cc1,7.484400000000003,0.8842216082509399,2.1961069637441337,316.4699999999999,3.6437000000000017,0.0,8.704411030653436,-10.3598,-7.0555,3.3043,-0.536,xtb_success,0.6980777370774089,0.7733333333333333,0.7206544159541862,8.704411030653436,8.99267279703511,111,85,-26,physically_promoted,316.47,3.64,1,3,6,55.98,0.884,True,0,0.59,True,0.764,10.521,False
95,16,COCc1ccc(Cc2ccc(Cc3nc(OC)cs3)cc2)cc1,7.6034000000000095,0.635861344818333,2.2159323644295785,339.46,4.479700000000004,0.0,8.699737435966217,-10.2836,-7.1126,3.171,-0.352,xtb_success,0.6582601079050703,0.8799999999999999,0.7247820755335491,8.699737435966217,8.989650266179636,119,86,-33,physically_promoted,339.46,4.48,0,4,7,31.35,0.636,True,0,0.591581756428918,True,0.763,10.516,False
29,4,COc1cc(C(=O)N(CC(N)=O)c2ccc(F)c(F)c2)ccn1,7.516600000000008,0.9041125946253368,2.349133179567241,321.283,1.5005,0.0,8.733742979355952,-10.5685,-7.723,2.8455,-0.514,xtb_success,0.5597674881244523,0.81,0.6348372416871166,8.733742979355952,8.9876778760308,52,87,35,neutral,321.28,1.5,1,4,5,85.52,0.904,True,0,0.48,False,0.808,10.604,True
35,3,CCc1ccc(C(=O)N2CCN([C@H](C)CC(=O)Nc3cccc(C)c3)CC2)cc1C,7.584300000000009,0.7862547440233777,2.5989496311300773,407.55800000000016,4.040940000000003,0.0,8.71753240889869,-9.657,-6.5398,3.1172,-0.55,xtb_success,0.6420320977799392,0.75,0.6744224684459574,8.71753240889869,8.987301396277072,87,88,1,neutral,407.56,4.04,1,3,6,52.65,0.786,True,0,0.7,True,0.72,10.427,False
62,5,CCCN(Cc1ccc(OC)cc1)C(=O)N1CCN(c2ccccc2)CC1,7.519400000000003,0.7780226210988876,1.9357928257433468,367.49300000000005,3.849400000000003,0.0,8.714832027975113,-9.2723,-6.0998,3.1725,-0.56,xtb_success,0.6587115616601774,0.7333333333333333,0.6810980931621241,8.714832027975113,8.987271265239963,92,89,-3,neutral,367.49,3.85,0,3,6,36.02,0.778,True,0,0.8966666666666666,True,0.641,10.27,False
31,10,CC(C)(C)c1ccc(-c2cc(Cc3cc(CC(N)=O)ccn3)ccn2)cc1,7.587100000000004,0.7467504056198662,2.319730415279317,359.473,4.059700000000002,0.0,8.728502161282005,-9.9394,-7.0049,2.9346,-0.529,xtb_success,0.5867041175045729,0.785,0.646192882253201,8.728502161282005,8.986979314183285,63,90,27,neutral,359.47,4.06,1,3,5,68.87,0.747,True,0,0.38333333333333336,False,0.847,10.68,True
99,9,CCc1ccc(Cc2ccccn2)cc1CCc1ccc(CC(N)=O)cc1,7.586400000000008,0.6603797070461395,2.181418269530329,358.4850000000001,4.047800000000002,0.0,8.698448026570045,-9.9867,-6.687,3.2997,-0.536,xtb_success,0.6967159307125804,0.7733333333333333,0.7197011514988063,8.698448026570045,8.986328487169567,125,91,-34,physically_promoted,358.49,4.05,1,2,8,55.98,0.66,True,0,0.5533333333333333,True,0.779,10.544,False
5,14,CC(C)(C)CCc1ccc(/C=C\c2cc(CC(N)=O)ccn2)cc1,7.544700000000007,0.8636921563423305,2.3962468108786528,322.452,4.258500000000002,0.0,8.736921397083307,-10.0462,-7.24,2.8062,-0.523,xtb_success,0.5479370861064331,0.795,0.6220559602745032,8.736921397083307,8.985743781193108,43,92,49,neutral,322.45,4.26,1,2,6,55.98,0.864,True,0,0.46,False,0.816,10.618,True
93,15,COCCc1ccccc1Cc1ccccc1CC(=O)C(C)(C)OC,7.575000000000008,0.691949776053082,2.428487719693127,340.4630000000001,4.002900000000003,0.0,8.678126116057236,-10.2725,-7.0247,3.2478,-0.416,xtb_success,0.6812842868159766,0.9733333333333336,0.7688990007711837,8.678126116057236,8.985685716365708,187,93,-94,physically_promoted,340.46,4.0,0,3,9,35.53,0.692,True,0,0.59,True,0.764,10.514,False
39,15,CCCc1ccc(-c2ccc(CCC[C@](C)(O)C(=O)[O-])cc2)cc1,7.557400000000002,0.8109515322982642,2.762442648732568,325.428,3.129700000000001,0.0,8.686631501275876,-9.6363,-6.5001,3.1362,-0.416,xtb_success,0.6477705045527611,0.9733333333333336,0.7454393531869328,8.686631501275876,8.98480724255065,162,94,-68,physically_promoted,325.43,3.13,1,3,8,60.36,0.811,True,0,0.5433333333333333,True,0.783,10.55,False
40,7,COCc1ccc(Cc2ccc(-c3ccccn3)cc2OC)cc1,7.569200000000007,0.6704121399149667,1.8952791776163915,319.4040000000001,4.494400000000003,0.0,8.714807111519361,-10.0211,-7.0914,2.9297,-0.352,xtb_success,0.5852198085278688,0.8799999999999999,0.6736538659695082,8.714807111519361,8.984268657907165,93,95,2,neutral,319.4,4.49,0,3,6,31.35,0.67,True,0,0.7133333333333334,True,0.715,10.414,False
71,1,O=C(Nc1cc(F)ccc1Cl)c1ccc(-c2cncnc2)cc1,7.558400000000007,0.7844706749215086,1.880617395351457,327.746,4.188400000000002,0.0,8.762573597925616,-10.2484,-7.8998,2.3486,-0.482,xtb_success,0.4153057657933808,0.8633333333333334,0.5497140360553665,8.762573597925616,8.982459212347763,21,96,75,neutral,327.75,4.19,1,3,3,54.88,0.784,True,0,0.5033469863772481,True,0.799,10.58,False
65,10,O=C([O-])c1ccc(Cc2ccc(CC(=O)C3CCCCC3)cc2)cc1,7.521700000000002,0.8134199314554404,2.304357005407411,335.423,3.3328000000000024,0.0,8.697974265186982,-10.6127,-7.4416,3.1712,-0.501,xtb_success,0.6583203052529689,0.8316666666666667,0.7103242136770782,8.697974265186982,8.982103950657812,128,97,-31,physically_promoted,335.42,3.33,0,3,6,57.2,0.813,True,0,0.3703381041277743,False,0.852,10.686,True
35,1,CCS(=O)(=O)[C@H](C)C(=O)Nc1ccc(Cc2ccon2)cc1,7.548900000000006,0.8786609330244343,2.9404791393293177,322.386,2.0271,0.0,8.694182552579292,-10.5766,-7.0588,3.5179,-0.631,xtb_success,0.7598930713062445,0.615,0.7164251499143711,8.694182552579292,8.980752612545041,133,98,-35,physically_promoted,322.39,2.03,1,5,6,89.27,0.879,True,0,0.37868448516086023,False,0.849,10.678,True
62,23,COCc1cc(Cc2cc(Cc3ccc(OC)cc3)ccn2)ccn1,7.584300000000008,0.6588733890081826,2.2240019211081474,334.419,3.813200000000003,0.0,8.691336502393284,-10.0678,-6.8745,3.1933,-0.344,xtb_success,0.664965172917734,0.8599999999999999,0.7234756210424138,8.691336502393284,8.98072675081025,143,99,-44,physically_promoted,334.42,3.81,0,4,7,44.24,0.659,True,0,0.5564968461911693,True,0.777,10.536,False
76,3,COc1ccc(Cc2cc(C(CC(N)=O)CC(N)=O)ccn2)cc1F,7.565200000000004,0.7580817839668424,2.504778995373968,345.374,1.6545,0.0,8.693762992446029,-10.0466,-6.7651,3.2815,-0.534,xtb_success,0.6913180533837774,0.7766666666666666,0.7169226373686441,8.693762992446029,8.980532047393487,135,100,-35,physically_promoted,345.37,1.65,2,4,8,108.3,0.758,True,0,0.55,True,0.78,10.541,False
93,6,COCc1ccc(CN2CCN(C(=O)c3c(C)n[nH]c3N(C)C3CCCCC3)CC2)cc1,7.596600000000007,0.7142817004660671,2.6270714413925926,439.6040000000003,3.591420000000002,0.0,8.69103370609378,-9.4568,-6.0697,3.387,-0.565,xtb_success,0.7223676024441409,0.7250000000000001,0.7231573217108986,8.69103370609378,8.980296634778139,145,101,-44,physically_promoted,439.6,3.59,1,5,7,64.7,0.714,True,0,0.8303381041277743,True,0.668,10.316,False
44,14,CCc1ccc(Cc2cc(CC(N)=O)ccn2)cc1-c1ccccn1,7.557000000000003,0.7531036649029584,2.349628159253566,331.419,3.324600000000001,0.0,8.698589016526125,-10.0155,-6.8157,3.1997,-0.529,xtb_success,0.666886767564085,0.785,0.7023207372948594,8.698589016526125,8.979517311444068,123,102,-21,physically_promoted,331.42,3.32,1,3,6,68.87,0.753,True,0,0.5133333333333333,True,0.795,10.569,False
92,7,COCCC(=O)N1CCN(C(=O)C2CCN(c3nc(C4CCCCC4)cs3)CC2)CC1,7.606500000000006,0.6690303324248044,2.5604283189870127,448.6330000000004,3.1145000000000014,0.0,8.684972334313706,-9.5339,-6.1656,3.3683,-0.532,xtb_success,0.7169095397609484,0.78,0.7358366778326638,8.684972334313706,8.97930700544677,169,103,-66,physically_promoted,448.63,3.11,0,6,6,65.98,0.669,True,0,0.5647083331354078,True,0.774,10.528,False
3,3,CCC(C)(C)c1ccc(C(=O)NC(=O)N(C)N2CCO[C@H](C)C2)cc1,7.584200000000009,0.9096912764618712,3.1936513659195302,347.4590000000001,2.791500000000001,0.0,8.719680501638992,-10.3577,-7.4405,2.9172,-0.517,xtb_success,0.5814344843551081,0.805,0.6485041390485757,8.719680501638992,8.979082157258421,82,104,22,neutral,347.46,2.79,1,4,4,61.88,0.91,True,0,0.64,True,0.744,10.467,False
71,2,O=C(Cc1ccc(-c2cncnc2)cc1)N1CCC2(CCCCC2)C1,7.595300000000008,0.8552428723207139,2.80244848589018,335.4510000000002,3.868900000000002,0.0,8.742676587571346,-10.1807,-7.4727,2.7079,-0.552,xtb_success,0.5185518266974325,0.7466666666666666,0.5869862786882027,8.742676587571346,8.977471099046626,37,105,68,neutral,335.45,3.87,0,3,3,46.09,0.855,True,0,0.5638934446158923,True,0.774,10.526,False
29,15,CCCc1cc(-c2ccc(CC(N)=O)cc2CC(N)=O)ccn1,7.540300000000002,0.8145486458612581,2.363820301819988,311.38499999999993,1.7567,0.0,8.696458271571098,-9.9408,-6.7409,3.1999,-0.531,xtb_success,0.6669467967436061,0.7816666666666666,0.7013627577205243,8.696458271571098,8.977003374659308,131,106,-25,physically_promoted,311.38,1.76,2,3,7,99.07,0.815,True,0,0.44666666666666666,False,0.821,10.62,True
94,2,COCc1ccc(C(=O)c2ccc(N3CCCCC3)nc2)cc1,7.581900000000012,0.7933654248920186,1.928482597313673,310.39699999999993,3.4493000000000027,0.0,8.76745997183094,-9.9685,-7.7484,2.2201,-0.488,xtb_success,0.3806098283112525,0.8533333333333334,0.5224268798178767,8.76745997183094,8.97643072375809,18,107,89,neutral,310.4,3.45,0,4,5,42.43,0.793,True,0,0.6170047707944409,True,0.753,10.483,False
17,12,NC(=O)Cc1ccc(Cc2ccc(Cc3cc(CC(N)=O)ccn3)cc2)cc1,7.590600000000004,0.6336951557496701,2.201025813893432,373.456,2.3187999999999995,0.0,8.687344996485496,-10.0451,-6.7537,3.2914,-0.534,xtb_success,0.6942561842643811,0.7766666666666666,0.7189793289850668,8.687344996485496,8.974936728079523,160,108,-52,physically_promoted,373.46,2.32,2,3,8,99.07,0.634,True,0,0.2733333333333333,False,0.891,10.756,True
5,13,CC(C)(C)Cc1ccc(Cc2cc(CC(N)=O)ccn2)cc1CC(N)=O,7.550100000000002,0.7987595459536585,2.615040540384572,353.46600000000007,2.3166,0.0,8.687975718938375,-10.0713,-6.7982,3.2731,-0.531,xtb_success,0.6888216111763221,0.7816666666666666,0.7166751278234255,8.687975718938375,8.974645770067745,156,109,-47,physically_promoted,353.47,2.32,2,3,7,99.07,0.799,True,0,0.33666666666666667,False,0.865,10.705,True
73,19,NC(=O)Cc1ccc(Cc2ccc(-c3cc(CC(N)=O)ccn3)cc2)cc1,7.585300000000005,0.677362430072587,2.107217270529331,359.42900000000003,2.3950000000000005,0.0,8.713259487983366,-10.0323,-7.0652,2.9671,-0.534,xtb_success,0.5965541265954035,0.7766666666666666,0.6505878886167824,8.713259487983366,8.97349464343008,98,110,12,neutral,359.43,2.4,2,3,7,99.07,0.677,True,0,0.3333333333333333,False,0.867,10.707,True
42,6,C[C@H]1CCCCN1C(=O)c1cnc(OCc2ccnn2C)c(Cl)c1,7.560300000000005,0.8515862374058518,3.00184650839354,348.83400000000006,3.062100000000002,0.0,8.685908467863577,-10.6554,-7.4046,3.2508,-0.535,xtb_success,0.6821794176526536,0.775,0.7100255923568575,8.685908467863577,8.96991870480632,166,111,-55,physically_promoted,348.83,3.06,0,5,4,60.25,0.852,True,0,0.741581756428918,True,0.703,10.377,False
97,10,COCc1ccc(Cc2ccc(OC)c(OC)c2)cc1-c1ccccn1,7.596200000000009,0.6294797055892905,2.0863611817713537,349.43000000000006,4.5030000000000046,0.0030000000000045,8.699303734617516,-9.9216,-6.9837,2.9379,-0.345,xtb_success,0.5877038871273778,0.8624999999999999,0.6701427209891644,8.699303734617516,8.967360823013182,120,112,-8,neutral,349.43,4.5,0,4,7,40.58,0.629,True,0,0.7666666666666667,True,0.693,10.354,False
97,15,COc1ccc(Cc2ccnc(Cc3ccc(OC)c(OC)c3)c2)c(OC)c1,7.598800000000007,0.5840971145662001,2.099370813893433,379.4560000000001,4.297600000000004,0.0,8.680911475893764,-9.8774,-6.5829,3.2945,-0.301,xtb_success,0.6951752678524605,0.7525,0.7123726874967223,8.680911475893764,8.965860550892453,180,113,-67,physically_promoted,379.46,4.3,0,5,8,49.81,0.584,True,0,0.731581756428918,True,0.707,10.381,False
31,11,CC(C)(C)c1ccc(-c2cc(Cc3nc(CC(N)=O)cs3)ccn2)cc1,7.589700000000004,0.7392576145830476,2.358783335617508,365.502,4.121200000000003,0.0,8.723450473729777,-10.0309,-7.2861,2.7448,-0.533,xtb_success,0.529543015118708,0.7783333333333333,0.6041801105830956,8.723450473729777,8.965122517963016,74,114,40,neutral,365.5,4.12,1,4,5,68.87,0.739,True,0,0.5066666666666667,True,0.797,10.56,False
86,3,COC(=O)c1ccc(CN2CCN(CCc3ccc(C)cc3)CC2)cc1,7.570700000000011,0.7479648231909857,1.739959951002124,352.47800000000007,3.1419200000000016,0.0,8.770686416495291,-9.5748,-7.5406,2.0342,-0.496,xtb_success,0.3330388247356913,0.8400000000000001,0.4851271773149839,8.770686416495291,8.964737287421285,14,115,101,neutral,352.48,3.14,0,4,6,32.78,0.748,True,0,0.7666666666666667,True,0.693,10.351,False
10,9,O=COc1ccc(OCc2ccc(Cc3ccccn3)cc2)c(F)c1,7.625800000000009,0.6131250709504872,2.1877003404969795,337.35,3.925700000000002,0.0,8.713592501425554,-10.0023,-7.4127,2.5896,-0.433,xtb_success,0.48371783877534,0.945,0.622102487142738,8.713592501425554,8.96243349628265,95,116,21,neutral,337.35,3.93,0,4,7,48.42,0.613,True,0,0.5933333333333334,True,0.763,10.488,False
17,8,CCCCc1ccc(-c2cc(COCC(N)=O)ccn2)cc1,7.58780000000001,0.8141169358543516,2.039677203340604,298.386,3.0931000000000006,0.0,8.701689787239328,-10.0732,-7.1148,2.9584,-0.532,xtb_success,0.5939166317849124,0.78,0.6497416422494386,8.701689787239328,8.961586444139103,116,117,1,neutral,298.39,3.09,1,3,8,65.21,0.814,True,0,0.5433333333333333,True,0.783,10.527,False
62,2,COc1ccc(CC(=O)N2CCN(C(=O)Nc3ccc(N4CCN(c5ccccc5)CC4)cc3)CC2)cc1,7.631400000000002,0.5409411241851863,2.1418457381965954,513.6420000000004,3.940600000000003,0.0,8.687685988272936,-9.2131,-6.0234,3.1897,-0.567,xtb_success,0.663883722704007,0.7216666666666668,0.6812186058928049,8.687685988272936,8.960173430630057,159,118,-41,neutral,513.64,3.94,1,5,6,68.36,0.541,True,1,0.8466666666666667,True,0.661,10.283,False
93,3,COc1cccc(C(=O)CN2CCN(CC3CCCCC3)CC2)c1,7.589200000000011,0.7506087922847572,1.9498488479460607,330.4720000000001,3.075800000000002,0.0,8.769519511347783,-9.556,-7.8104,1.7456,-0.422,xtb_success,0.2660981854698857,0.9633333333333336,0.47526872982892,8.769519511347783,8.959627003279351,16,119,103,physically_filtered,330.47,3.08,0,4,6,32.78,0.751,True,0,0.838350765839858,True,0.665,10.289,False
71,7,CCCc1ccc([C@@H]2CCS(=O)(=O)C2)cc1-c1ccncc1,7.562200000000007,0.8657692043680533,2.8611824720621595,315.438,3.603200000000003,0.0,8.70481263682827,-10.0747,-6.9117,3.163,-0.645,xtb_success,0.655851344310884,0.5916666666666667,0.6365959410176187,8.70481263682827,8.959451013235318,110,120,10,neutral,315.44,3.6,0,3,4,47.03,0.866,True,0,0.5349150897622513,True,0.786,10.532,False
77,2,COc1ccc(CC(=O)CCN2CCN(C3CCCCC3)CC2)cc1,7.596600000000008,0.760657231773541,2.0617648294327005,344.49900000000014,3.1472000000000016,0.0,8.770752132943509,-8.7417,-7.0265,1.7152,-0.43,xtb_success,0.2595673999610063,0.9500000000000002,0.4666971799727044,8.770752132943509,8.957431004932591,13,121,108,physically_filtered,344.5,3.15,0,4,7,32.78,0.761,True,0,0.8,True,0.68,10.317,False
